Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
摩斯探长前传，给我看的气死！！我在里面任何女性角色都感受不到接受过高等教育的样子，白女甚至不如为了LGBT硬写的男主的黑妹前女友，男主挨打还是黑妹在照顾结果他遇到挫折就要逃避还试图让黑妹跟他一起走，唯一清醒的黑妹为了工作被男主冷暴力分手了！！男主领导有个女儿，这么多季了找的仨男的都是渣男，甚至一个比一个垃圾我也是无语了，第一个刚约会就对她动手动脚，第二个因为她在银行上班套路她工作表实际上是银行劫匪团伙！结果在抢劫案里她有个同事被打死了，她结果就离家出走了？？这都什么叼毛外国人逻辑啊？离家出走俩月一个电话都没给家里打，她妈都要担心的精神出问题了她在外面给有妇之夫做小三，怎么的女性价值就非要否认自己接受的教育，要自由要抽烟喝酒意外怀孕向下堕落才能体现人生价值是吧？,0,1,1,0
同性恋踏马的开始同性恋踏马的爆发！一记左勾拳！调情都不眨眼！一记右勾拳！一记上勾拳！一记下勾拳！戳脸！一记旋风踢！戳腿！一记扫堂腿！扯衣服！同性恋踏马的恋个不停！,1,0,1,1
台湾同性恋,0,0,0,0
我妈激动的拥吻我一口在我的脸上留下了她：咱俩不会被看成同性恋吧我？,0,1,1,0
托马斯·乔利（ThomasJolly），2年前被定为巴黎奥运开幕式和闭幕式艺术总监。在开幕式之前他接受采访时说：“（希望）每个人都感到被代表”。但事实并非如此。就我看到的资料，他应该是一位同性恋者，LGBT的一员。所以在他的作品里出现部分这样的内容并不奇怪。关键他还不违法——法国是允许同性恋者结婚的国家。但他导演的开幕式却激起了全球基督徒的反感。那么这就有一个问题要澄清：他的宗教信仰是什么？现在这个不清楚。不过从他同性恋的情况看基本不应该是基督徒，反倒有可能是无神论者。那么他对宗教的态度又是什么呢？这个资料我倒是得到了。我把整段内容转载过来：（一）”托马斯·乔利的宗教信仰可以从他的作品中略见一斑。在2016年的作品中，他展示了宗教信仰在某些情况下成为暴力和残忍的帮凶。到了2024年，他在巴黎奥运会开幕式和闭幕式的艺术总监一职上，又嘲讽了上帝，并展示了撒旦仪式。这表明他的宗教信仰可能是复杂且多元的，包含对传统宗教批判和反思的元素。“（二）”托马斯·乔利在其作品和公开发言中，表现出对宗教深刻的思考和批判。他认为，宗教在社会中可以发挥双重作用。一方面，它为人们提供了精神寄托和道德指导，能够帮助一些人找到生活的意义；另一方面，宗教也可能成为冲突和暴力的根源，助长极端主义和不宽容。（这个现成的，反正我直接就想到了伊斯兰教）例如，他在一些作品中指出宗教信仰能够驱动人们做出极端的选择，包括暴力行为和对他人的迫害。他的创作常常揭示了宗教信仰的阴暗面，以及信仰如何在历史上被用作控制和操纵社会的工具。（这个现成的，反正我直接就想到了伊斯兰教。但乔利针对的是所有宗教）总的来说，托马斯·乔利的观点较为复杂，既欣赏宗教在提供道德和社会连带方面的积极作用，同时又对其潜在的负面影响保持警觉。这种辩证的看法使得他的作品更具深度和思考价值。“----------------------因此，不管你信什么教，秉持什么样的信仰，对他多反感，都毫无意义。他可能压根没想那么多。作为艺术家，他想的只是艺术效果。今天下午和朋友谈这个问题时我提到过。不论文艺复兴还是启蒙运动，都有反神权，否定神的内涵。而当时的法国就是启蒙运动的主要中心。这反过来促成巴黎成为艺术创作最自由，最无羁绊的地域。否则巴黎也不可能享有”世界文化中心“，”世界艺术中心“这些溢美赞誉。所以我认为托马斯·乔利这一类的人是保守这种文化熏陶的人之一。但这种人在巴黎可不少，文学、艺术、美术、舞蹈和超现实派都在这里聚集。如果大家细心看了开幕式就不难发现图三那个窗户里的”人头“。当时我一看就直接联想到希腊神话中的”美杜莎“。然后我查阅托马斯·乔利以前的作品才恍然大悟，他曾导演过《美杜莎之筏》。该剧在2017年还来我国演出过。这些说明此人受法国传统文化影响很深。关于开幕式过程中出现LGBT内容，完全可以视为他带的私货。但我认为这个问题不在他，在审核内容的人。这种面对全球的大型开幕式不可能没有审核，可它就是过了。这说明就是这样的社会才会有这样的人，我不觉得奇怪。最后我还是要强调一点：托马斯·乔利并不是一般人物。现年42岁的乔利并不陌生于法国的大型艺术项目。他在2022年制作了一部24小时时长的莎士比亚四部曲，并复兴了人气音乐剧《Starmania》（一部70年代很有名的摇滚歌剧）。他已获得三项莫里哀奖，这可是法国最高的戏剧奖项。否则法国文化部不可能随随便便把奥运会开幕式这种事情交给他的。实际上今天我就说了：这场开幕式以巴黎为舞台，以塞纳河为主干，非常值得一看。说实话，要驾驭那么大的面积并让它”活“起来，真不是一般人干得下来的。,0,0,0,0
有些小海晏堂破防什么，就算好香是异性恋也不代表他不是同性恋啊，这不是还可以是双吗怎么就嗑不下去了呢,0,0,1,1
欧巴你当同性恋的时候肾虚我还能替你圆回来，你当异性恋还那肾虚样让我咋办啊？！,1,1,1,0
碎碎念之LTNS哇哦！女主好疯！好喜欢！最后一集的雨中那场对戏，真的绝了！韩国人好会拍的！！！！这部剧不禁让我开始思考，对我来说，是肉体出轨还是精神粗出轨更无法原谅呢？另外看到韩剧中能正大光明出现同性恋剧情真的羡慕了！,0,0,1,0
感觉火影忍者主要讲述了历代男人对自己是男同性恋这件事不同的应对方式,0,1,1,1
感觉在原本的lgbtbalala之上，还应该给男的增加一条叫社会性同性恋，richwhitestraightman真是每个男人的春梦,1,1,1,0
从竞厕卖惨卖到库厕没完没了了碰瓷之前先问问自担你什么冠军你几个联赛冠军行不行够了我祝寒国早日同性恋合法pdxssu早日去登记结婚可以了吧,0,1,1,1
你是不是为了躲开土堠对你的骚扰，所以假装自己异性恋，其实那个李宰旭也是同性恋吧，你俩假装的是不是？,1,1,1,0
同性恋可怕长成这样的同性恋更可怕,1,1,1,0
顾湘这篇和平公园看哭我了。初看开头好无聊，往后看发现，天这是讲同性恋，再往后看，怎么能把活着没意思写的这么好，写出了我的精神状态。翻到最后，年写的，顾湘精神状态领先我们年多。,0,0,1,0
知道为什么他们：喜欢同性恋这些玩意吗？还有猫狗保。？,1,1,1,0
某些蠢gay明明自己就是父权社会的受利者还要在这里为了装逼高喊fuckthepatriarchy你们同性恋思考的样子还挺搞笑的,1,1,1,1
不论在怎样的年代里，都会有不接受同性恋的人，而同时，任何一个开明的人，都能接受身边的异性恋者、同性恋者、双性恋者、无性恋者。,0,0,0,0
看ABO两个A谈恋爱朋友A认为其中一个A的恐A的O朋友可能是同性恋笑死了ABO中的同性恋好别致的措辞,0,0,1,1
我怎么就同性恋？,1,1,1,0
我一年前怎么吃这么好。时光机带我回到了过去，你也试试？微博回忆 被你们同性恋吓晕,1,0,1,1
倒卖女王超话谁有那个“警惕同性恋”的原图呀，想自印，或者有什么整活推荐不,1,1,1,0
我决定用品客激女同性恋同人女乙小妹的身份入驻潮流音符，大赚特赚流量钱成为互联网新星指日可待,0,0,1,1
演bg的不一定是异性恋，演bl的不一定是同性恋，Ta们是演员，对于Ta们来说只是一份工作而已。而我们作为观众，享受电视剧带来的快乐即可，不要把电视剧里的角色滤镜代入到演员现实中。有的时候磕cp就是粉丝的想象而已,0,0,0,0
loveislove爱最大尊重每一种性癖衣柜不算太宽装着你的天堂同性恋也不是什么都玩的好吧我相信大部分都是很有分寸感的,0,1,1,0
你们太沉迷同性恋的游戏以至于失去理智了啊,1,1,1,0
作为一个bi，遇到喜欢的女孩我说我是同性恋，遇到喜欢的男孩我就搞笑呢顺直男默认普天之下everyoneis顺直，根本不会问你性取向,0,0,1,1
同性恋行为是由他的际遇决定与他本人的意愿无关既然与他本人无关就不存在道德和思想问题人的存在是一种自然现象不是某种意志的产物自然现象用美丑来划分更显得不郑重了,0,0,0,0
在伊拉克，同性关系可被判处最高15年监禁-BBC伊拉克议会通过了一项法案，规定对同性关系的刑事责任可判处10至15年监禁。根据新法律，跨性别者也可入狱一到三年。这些变革的支持者表示，这将有助于保护该国的宗教价值观。人权活动人士声称，这是伊拉克侵犯LGBT群体权利记录中的另一个“污点”。根据新立法，宣扬同性恋或卖淫的人、进行变性手术的医生、“故意”扮成女性的男性以及从事“换妻”活动的人也将面临监禁。以色列超话#关注俄乌局势最新进展##俄乌局势#俄罗斯超话,1,1,0,0
？烫坑好可怕顺便……英语圈ky起来也是毫不逊色呢，原作全员cb，怎么在有些人眼里就是官方盖章的南铜女铜呢，你们是有多恨异性恋啊……退一万步讲，哪怕是官方盖章的南铜女铜，同人就不能搞成异性恋吗，那些官方盖章异性恋但是同人只搞同性的还嫌少吗……在异性cp内容下骑脸输出自己妄想中的『官设』女铜请问礼貌吗………真的会让人恐同（免责声明本人LGBT+,0,1,1,1
我的个人品味而言。同性恨比同性恋好磕,1,1,1,0
你们追星女一边骂现生男、骂同性恋，一边给二棒子男宝给子当妈，集美豪爵的概念,1,1,1,1
同性恋真尼玛吓人！,1,1,1,0
在一个是否支持同性恋结婚的问题下有个回答是：“异性恋也不该结婚”当无差别歧视到每一个人的时候平等就诞生啦！（狗头）婚姻只是枷锁，更多的是意味着义务和责任当然了作为在传统家庭里长大的孩子我是能够理解为什么有那么多人会套上枷锁,0,0,0,1
永恒族真的太正确了，白人黑人黄种人，同性恋异性恋，未成年人成年人，听障人健全人，啥啥都有。,0,0,1,1
受不了异性恋味太重的人、电影、明星（和明星工作室），也受不了异性恋味太重的国家。总之，异性恋不只是名词，它又是形容词、副词也可以是动词，我每天都在被异性恋味太重的异性恋给异性恋。一件可以确定的事是，如果同性恋多一点，世界将会变成美好的人间。,0,0,1,0
幺八八是完美的厕所读物啊，宝宝坚信如果知音故事会有同性恋版就长幺八八这样,0,0,0,0
什么时候侄女装机过了她是对自己性取向含糊不辞让人浮想联翩了？出道前就谈过男朋友稍微了解的都知道吧女性不能酷了是吧酷就是侄女装机我服了妈妈她有喜欢的同性前辈怎么了？性取向男就不能喜欢女的了吗？喜欢一定要和性画上等号好先进的想法最近很多女爱豆跑去其他同性艺人下夸赞表白你们不会就断定人都是钕铜吧到时候谈男的了又要被网友骂有这功夫骂骂指南装盖的吧骂得过来吗那么多lgbt这个市场占大头的都是男性呢只知道爆火的都是耽改剧,1,1,1,1
